product,height,width,depth,faulty
5,138.08418195374543,190.09871031695081,201.7557369499704,0
1,70.35085672125564,222.65831888294076,108.61609817221708,0
5,82.61642812904776,215.13092856848903,175.2127939707841,0
5,98.89691933969084,180.98601116625926,220.23634919932056,0
5,123.11816838313615,224.89165480905137,196.24525041439875,0
5,70.63897126320677,278.7488644121321,233.83065186805857,0
17,105.56268504369916,278.69940819280913,319.87960014884965,0
5,111.15691353154503,196.74320908628383,187.05055847678605,1
17,83.20914512915826,306.8304057650147,311.19930427765996,0
5,118.88603308475516,259.75125369099817,211.65600191343444,0
1,119.73915700136493,307.88490671008094,77.796368330788,0
17,120.63254240033876,297.107754378719,318.8271247344205,0
17,89.56244116563818,244.58049822710507,293.03472384278797,0
5,93.34600338570445,260.64775901612154,217.38028826027752,0
5,120.56738154957957,278.66955559392034,199.75074375160315,0
1,0.0,0.0,78.76101872543236,1
17,66.40848672206577,286.9374349393102,305.16403404379616,0
5,96.33166184749201,181.82568523986785,224.60531078897202,0
1,107.28242426477904,180.8017486834355,100.39352017712139,1
17,74.15000400320203,322.93722403144847,337.87170227918796,0
5,110.01490168884084,214.0267037075227,208.70196130194395,0
17,107.58375400945339,250.5773811074362,333.20599328416677,0
17,80.01090463303274,218.69866866214565,302.35116717260155,1
17,122.2202609970083,328.3989090764692,277.46100615267744,0
17,99.75822514948037,200.6783219647137,314.8994178300857,0
17,98.409509693013,222.02042912284273,318.6734009409507,0
5,112.2518313614787,353.14066584193966,206.5407890617859,0
5,59.618648810098406,276.25198100769245,218.42670619198043,0
5,113.64723305969139,298.101638833347,227.55095502814035,1
5,91.46944744134355,369.0563899553838,182.93359537757297,0
17,108.51718408666643,237.3365261699054,269.7265268670804,0
5,118.1494639364971,209.31368666951317,192.99975536813196,0
5,92.28470646865493,271.3260542808872,200.69783851677914,0
17,43.57883073768491,172.11213025539115,276.4668615259113,0
17,99.24655171283668,285.90238305601366,275.7725966789977,0
1,102.87066036370739,296.80469666429116,106.88974118587248,0
17,96.49315712432214,287.1082255365143,270.9115049843614,0
5,78.01419399883996,150.24851530306773,218.52017727562415,0
5,72.01826399849145,202.89301585491816,165.33130027678249,0
1,72.24926767311615,247.4723907228415,156.06131381556395,0
1,122.89932723058186,251.01849154398934,100.51779429192713,0
17,92.21019355313881,289.8092289776849,314.15067431064944,0
5,119.78091974635474,291.22169795743343,199.1987144028408,0
1,128.79992380002625,241.80579656830432,107.87953403966638,1
5,112.13376308492238,288.40517696094673,177.7925137615979,0
1,0.0,0.0,104.89029277767152,1
17,93.79340628855479,244.27096534508578,300.8344460490642,0
17,72.19160552396484,260.21983237249583,303.0811760100999,0
5,55.807631772405756,243.14573686529243,239.85590510720422,0
1,110.98749491516023,203.18577088074989,124.83288659935903,0
5,83.5455246840146,289.4692578230212,224.4121412173952,0
17,87.70986843403078,212.23239384805728,310.4794430735237,0
17,104.27551106020907,231.60711526135736,298.7494621687379,1
1,109.001570233069,275.4533579529289,104.02805985166471,0
1,95.09035066763529,248.73465839413063,83.54859945753196,0
5,119.45425139697664,189.36007539757364,185.56110783390605,0
17,100.29444466995211,296.72068009887374,291.76346416556925,0
5,76.5290414727257,208.4802935466242,203.82700271867083,0
5,119.36171947650917,215.08008265731115,178.42973034530576,0
17,105.07959974892015,223.03932055598236,296.4368750481882,0
1,0.0,0.0,92.65657750603756,1
17,106.49494082403204,287.2272732745282,297.84254638824626,0
5,89.95495236554943,153.94749062284728,187.85568550706142,1
5,116.75178023932617,224.76354657021008,223.2284458923013,0
17,76.61142469396991,175.18876038872673,312.2253398908291,0
5,126.95281745821967,269.8829410155748,192.56306104641212,0
1,82.66038821676747,303.54301513744525,78.30779171779045,0
1,115.3982251873141,244.89624243141435,91.97515472714119,0
17,0.0,0.0,317.7883650991113,1
1,104.27460618570635,227.2984949521342,79.88072689308436,0
5,84.34465279359772,208.35212902078217,221.4298367579807,0
1,124.52452562046038,179.113253965041,104.91713928563854,0
17,115.3636437208018,346.6111764187128,288.55202625384004,0
5,97.78951593701997,211.5531579347576,216.88204330169293,0
1,95.11781485955605,301.19299469846953,73.26464725832489,1
1,92.91260342436794,153.85041070420277,77.17548484339696,0
5,0.0,0.0,204.75814359448762,1
1,104.43971301355975,267.57282956888656,106.73685657500437,1
17,115.9638090988925,322.37254821050084,326.43225136884394,0
5,97.31497529412137,279.9149042099372,235.93513793402033,0
17,109.68714765552379,125.94964921584165,318.28124759559046,0
17,95.2903854294419,207.91262241286577,322.397190740625,1
1,91.82483088153177,238.36436030484583,99.70298982294442,0
1,106.50045985368588,224.00357210301226,67.40194866393762,0
5,124.48816658096008,236.31306359702225,192.7284868478597,0
1,144.38643728521174,170.6722350151661,102.62834524556646,0
17,93.22458108720062,288.965782380194,303.86011446880605,0
1,128.7632214448033,280.479350128356,88.19110874674571,0
5,110.96449257150101,259.5588042502955,202.46843091839008,0
1,97.70422300917718,292.59053455324266,113.71295170997556,0
17,73.49406931296008,244.25325843256434,291.01647747368025,1
1,79.04937005966892,166.8972314542969,78.85268123794029,0
17,96.21300180068474,277.11710979906417,290.5447280206927,0
17,120.37751874798619,209.49918813199474,283.3149929559041,0
17,62.19256000886413,295.2270452050451,271.02102154344044,0
1,66.80470800676005,189.1421752617822,89.4582123811697,0
5,103.24747541285856,253.3926245725182,222.26468826433137,0
5,0.0,0.0,176.34524980936936,1
5,87.67733218100716,302.64283768304927,190.7223911512732,0
17,0.0,0.0,318.03741798427296,1
1,105.70673762855722,195.28978964080358,92.34752498456328,0
5,96.94454765428868,183.46399767026844,208.8083497484377,0
17,79.87447274859868,258.410608310843,284.91811949843895,0
5,120.41812879762047,220.58258128741608,162.14745145553874,0
17,77.73661302393975,241.08983471898912,338.2950911407074,0
5,97.1143481291743,234.1489719721527,184.02721568445173,0
1,80.31316696914607,237.9814259039485,88.61630267326433,0
5,85.68961162394376,291.3380463252816,221.98981314472547,0
5,71.65573213196868,176.25506117342889,206.4679626761839,0
5,107.75602996108516,242.94502442668036,149.25167753426763,0
17,113.67316860411518,263.51502068684573,339.4630501902726,0
5,80.01134939658192,221.13646272437774,149.17439928280928,0
17,0.0,0.0,323.0835946742165,1
1,106.1780734214195,234.6769892787719,99.11352502811651,0
1,95.77622343960077,252.5675562496242,128.995901764319,0
17,98.90500466632774,246.16045094184744,280.4338932938211,0
17,98.23796296844266,234.0594339345273,307.05499339124856,0
5,144.54881021211958,223.56247495892046,218.88241326988552,0
5,93.64113137723288,246.1241953824423,195.77332795907972,0
1,44.760881440060174,224.026607149868,64.14988671932429,0
17,97.07788656631236,272.087162591754,285.54570978467177,0
5,101.080448896648,333.537948176159,228.87646060754165,0
1,0.0,0.0,130.99451256582938,1
1,83.96063361504633,286.3706040085053,115.49268883400131,0
1,0.0,0.0,75.16060699977369,1
1,127.77642682382398,243.33159900740245,86.21580720474438,0
1,81.51751766234132,272.6692123855065,79.1283877144262,0
5,104.0667878449909,199.00701817374446,218.9099808792346,0
1,79.96623576752435,250.28149267430567,120.70046217841907,0
1,0.0,0.0,145.07420946041958,1
1,89.40716114581757,182.47955970725874,107.9066437346702,0
5,93.88352737555776,227.27485845727392,191.92653218899642,0
5,107.36450723722622,290.40457438886267,179.1348915292262,0
1,57.93772266784589,323.5061998189793,110.56091365653526,0
5,89.68720695758506,240.15555993105647,197.08177735426835,0
17,104.60898270459592,159.7022244216714,289.6634066997495,0
17,81.82301185170672,264.3758817756575,301.90729950152183,0
17,90.67547942961288,311.30038843970993,300.32296865347223,0
1,107.63436683132227,239.30953945444534,128.70553235443882,0
1,73.16981500381372,200.75890032877044,73.75726389473024,0
5,117.81957057752271,260.4705865845848,208.38031079429584,0
17,89.96183949155136,259.45324942926317,265.16096662563734,0
17,114.81837404613474,335.1909002602534,297.6371808307668,0
5,92.54726541006784,254.45687378382655,162.32151183278054,0
1,90.67970998459187,218.64257839376108,140.7233218906983,0
17,103.36117223934626,268.1220141168213,257.2562957022783,0
17,93.52706924529778,278.61848111256364,300.8258073480283,0
17,80.3525583612012,272.4393677236446,265.97217453265904,0
1,86.22086759545466,185.9911290304121,109.68074598761046,0
5,108.672420826256,221.925517347069,212.8914500643302,0
17,117.02441952632007,230.15377966468853,303.44163481792924,0
5,108.79844817977418,197.56893536903752,186.4304230093277,0
5,106.28226974336347,315.8258898733858,209.9034122188065,0
5,117.13796218618208,235.92912703587987,190.498242185851,0
5,0.0,0.0,157.91938874746995,1
5,121.45927976797611,257.8625230725755,209.65043088230763,0
5,101.03278684361419,209.55567457169406,186.29197148135285,0
17,114.12046578125617,183.71980763307664,288.26541433220393,0
5,102.18035227536174,314.16382633694485,208.95495143879964,1
5,118.21352748014806,157.8808358742474,185.9845648776199,0
17,124.34517922485371,246.48367387783514,309.18986401439764,0
17,103.4354642724621,271.6245916363441,288.20168705966375,0
17,98.40825743707921,374.21621740491213,301.0166629300337,0
5,52.3148033882629,245.13523991092794,228.2536484211304,0
17,86.70734995843918,155.02831944727527,305.44640508544853,0
1,69.23646951020945,350.2981658923775,100.12148099295352,0
5,114.56856553062954,306.01097228199615,210.977630120941,0
5,87.60680668204662,234.321517784962,204.7199189491428,0
5,119.68416325148318,290.9249249652303,167.98499220784768,1
1,0.0,0.0,115.6641110439499,1
17,93.1377729356495,126.44291923990276,298.5970406399529,0
17,104.75277639997779,239.1200562349659,305.70899093369303,0
5,121.18668410229677,369.93960121249916,212.17043463030487,1
1,96.18130144805485,214.90713129387547,103.08535889208882,0
17,132.87006981732875,278.01723348158714,289.55698360648415,0
1,105.79054668817624,191.36246863134843,81.19106239981411,0
5,67.975602039484,277.9190119436876,215.9677683324952,0
5,91.2856609678234,293.35121668384556,220.15735207654924,0
1,67.47412752702286,249.45111137211387,117.1042370656515,0
17,106.77001779229697,223.46611322022252,312.04955392722366,0
17,112.97591822013877,285.2843939240285,310.2769623636497,0
17,99.87903124207813,294.356172775396,283.99735796401154,0
5,125.48946866969564,252.6142015693858,219.3290220195201,0
5,125.86709867234609,264.77893359894136,190.9805970804012,0
17,104.28025869531382,315.70032016020076,283.60060847865174,0
5,100.46465712263971,314.24124492317276,205.58474401378703,0
17,116.26033671565844,203.08164624940542,290.4670478736108,0
1,96.41245562724596,407.1142433065138,81.46263694792835,1
1,98.81536205240876,348.28944863251036,125.80671221247685,0
1,78.95253336707464,302.76678177569073,93.24806593509172,0
1,147.7217295468662,162.91564192176642,118.90645864660348,0
5,77.78967514358771,174.76990427851976,180.80167834110097,0
1,0.0,0.0,90.05709674930407,1
17,89.41037366749848,277.69824552534743,301.85495473163564,0
5,95.0069853120134,252.88381062934508,196.1961704074214,0
1,75.4168809566913,263.7466660769737,84.92290727809363,0
5,139.5757382100747,139.1117822621573,191.76555544120623,0
5,92.97301131855352,114.65348322670425,224.19859639547707,0
17,119.82864992721737,242.5335291917246,280.002723653399,0
1,106.7823216502523,285.5448782188159,77.64912852772962,0
5,0.0,0.0,218.32272864415935,1
17,102.21990449627108,197.07229640533615,297.1191181815433,1
17,86.12253982476548,155.93142196586035,297.5045871237449,0
5,129.68741044687195,68.9180601869646,171.0474073280588,0
5,87.77639967637148,246.22676147351075,196.38627016289792,0
5,91.40555150107355,321.98546889195507,236.7369537845841,1
1,128.4472935308299,256.40874265122096,103.65387131003536,0
17,75.8086726852124,264.4549898612801,301.64634462157915,0
5,0.0,0.0,199.86556581995845,1
5,103.98654871051014,219.04139521195944,181.31552713412293,0
5,83.9977874177766,183.1009759042393,211.53728025145372,0
5,123.8686487300863,195.95739728273116,234.3479001136429,0
1,85.53717581496826,234.63576113993489,130.44949933601208,0
17,0.0,0.0,302.2615163640011,1
1,69.36269614749378,312.0471406481329,79.18767811245374,0
17,91.28332064533687,205.84988305408058,332.00618878559175,0
1,144.01165852088545,241.340113204909,106.41572933891183,1
1,84.9716964187032,195.0962696075669,79.1229299671812,0
1,100.99447055267784,223.96386752919878,107.05148716976106,0
17,121.8911051707324,257.95506949274557,284.65908475813546,0
5,109.59757565908926,189.11107239070938,195.36212130219323,0
17,87.5964065112889,280.1570839948487,291.81625405498556,0
5,91.61901774309455,246.86090958212185,208.59223869025104,0
1,108.95433658260552,203.5460961025997,99.40114465404375,1
17,112.19552264778727,334.1558715616532,282.4897123536079,0
17,116.69511868926321,252.6335537665848,329.01549381354636,0
17,109.13680782995606,236.48725510575744,282.948814876293,0
17,86.63539389243991,212.06820043285722,281.945378426921,0
1,108.25396330084486,237.3553534601335,101.48303769110233,0
5,70.58173684603607,295.7997857949638,183.20652608421167,0
17,93.31319753960878,130.84919507716177,273.87327357554346,0
17,128.90512902012784,204.5656813305904,303.02192427627165,0
5,93.9928699512318,231.68675609922016,204.10321423935196,0
1,85.58445829982742,281.6144609975428,86.04574379879557,0
5,0.0,0.0,200.85481804474713,1
17,73.69934521309905,267.2958894452197,263.83019857506287,0
5,78.39482994451795,257.69938374365734,179.1864583988418,0
1,118.76306270809536,224.1997812207452,110.85734469781426,0
17,96.47356849434966,231.6684148128226,314.79667016370485,0
17,123.49588479392088,250.70017173136915,293.70251740495246,0
17,113.06221541473109,220.15918344012857,301.14113562281256,0
17,128.02717775258125,152.66859134131806,314.41721354014925,0
1,92.47070344988975,238.085496573602,92.54201932573396,0
17,127.96385851089872,276.58419718999676,274.6772336209618,0
17,116.66817438080241,307.75761001196594,268.190716595617,0
17,78.51600606376827,321.5081761227174,313.71464507000354,0
5,122.80160246728795,293.6135926001008,203.3147666901094,0
1,100.40470481138566,252.23816812061145,121.09237934957008,0
17,117.31300845423368,244.07333941568643,287.0914398605159,0
17,132.95718789879044,214.9790392313329,318.1179647005556,0
5,81.66707796085352,235.00092757644848,144.39435206395473,0
1,94.63073225129253,246.47881329450695,99.7023995897577,0
5,70.95082249237112,251.09883025954394,206.29162943088116,0
1,103.01333132517796,242.44491601873546,96.73569243372586,0
5,140.47682692933918,276.3962341430092,202.0408709975369,1
1,94.96133583350613,325.6581610632057,109.28369784034034,0
5,0.0,0.0,212.53881203517423,1
1,102.11245957788147,265.5284717235492,40.4604403344394,0
17,121.63744845711116,188.48258003790713,299.92967661262685,0
5,104.34568038233733,261.5448679669721,202.24867865366727,0
5,62.83491607817543,351.65010401466617,197.73039717345426,0
17,90.48768049147954,220.3276195177723,295.1804645513127,0
1,106.93180434183006,298.4928348246833,82.9194234479364,0
